tag,B,family,point,delta_R_weighted_nonfail,delta_R_count,delta_R_count_nonfail,delta_clean_starts,delta_clean_ratio,delta_starts,delta_attack_starts,delta_busy_steps,delta_utilization,delta_failures,delta_attack_failures,delta_clean_failures,delta_cost_per_step,delta_D95,delta_expired,delta_horizon,delta_final_active_Tminus1,delta_unfinished_T,delta_idle_with_waiting,delta_competition_steps,delta_no_eligible_with_free_waiting,delta_expiry_with_free_slot
cfB_backloaded_0_seed20260521_off1140,2,A,Q80,-0.2677573822825221,-0.5532994923857868,-0.5177664974619289,-5,-0.10204081632653061,-114,-109,-126,-0.11666666666666667,-9,-7,-2,-8.717495110619133,0.7999999999999972,-46,-1,0,0,-105,-64,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,A,Q90,-0.3850758180367122,-0.6243654822335025,-0.5888324873096447,-5,-0.10204081632653061,-128,-123,-157,-0.14537037037037037,-9,-7,-2,-9.339573077151508,0.0,-46,-1,0,0,-105,-69,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,B,ALL_ACCEPT,0.0035913806863528963,0.015228426395939132,0.015228426395939132,44,0.8979591836734694,47,3,48,0.044444444444444425,4,0,4,3.2951277636937295,0.0,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,B,NONE_ACCEPT,-0.9800478850758182,-0.9847715736040609,-0.949238578680203,-5,-0.10204081632653061,-199,-194,-265,-0.24537037037037038,-9,-7,-2,-12.933453819982917,,-46,-1,0,0,-105,-70,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,B,Q10,0.002394253790901857,0.010152284263959421,0.010152284263959421,28,0.5714285714285714,30,2,31,0.028703703703703703,3,0,3,2.152297632092621,0.0,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,B,Q25,-0.0035913806863528963,-0.015228426395939021,-0.015228426395939021,4,0.0816326530612245,1,-3,1,0.0009259259259259134,0,0,0,0.032953787486482256,0.0,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,B,Q50,-0.09696727853152454,-0.30456852791878164,-0.2842639593908629,-3,-0.06122448979591837,-63,-60,-67,-0.06203703703703706,-6,-4,-2,-4.958623625386176,0.25,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,B,Q60,-0.167198723064645,-0.42639593908629436,-0.3908629441624365,-3,-0.06122448979591837,-87,-84,-91,-0.08425925925925926,-9,-7,-2,-6.668685844839111,1.0,-46,-1,0,0,-105,-62,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,B,Q70,-0.21907422186751802,-0.49238578680203043,-0.45685279187817257,-5,-0.10204081632653061,-102,-97,-110,-0.10185185185185186,-9,-7,-2,-7.782905292173471,1.0,-46,-1,0,0,-105,-63,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,B,Q80,-0.26336791699920203,-0.5380710659898477,-0.5025380710659898,-5,-0.10204081632653061,-111,-106,-124,-0.11481481481481481,-9,-7,-2,-8.362519766701439,1.0,-46,-1,0,0,-105,-63,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,B,Q90,-0.3316041500399045,-0.5888324873096447,-0.5532994923857868,-5,-0.10204081632653061,-121,-116,-144,-0.13333333333333336,-9,-7,-2,-9.09061683261949,0.0,-46,-1,0,0,-105,-68,-85,-46
cfB_backloaded_0_seed20260521_off1140,2,D,FIXED,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
cfB_backloaded_1_seed20260522_off1200,1,A,ALL_ACCEPT,-0.02773311897106112,0.015706806282722585,0.015706806282722474,49,0.875,52,3,63,0.1166666666666667,6,0,6,2.775235095929654,3.0,-43,-9,1,0,-115,-56,-115,-41
cfB_backloaded_1_seed20260522_off1200,1,A,NONE_ACCEPT,-0.7170418006430866,-0.7696335078534031,-0.7643979057591623,-5,-0.08928571428571429,-152,-147,-204,-0.37777777777777777,-1,-1,0,-10.624602857671626,,-84,-11,0,0,-115,-238,-115,-73
cfB_backloaded_1_seed20260522_off1200,1,A,Q10,-0.02773311897106112,0.015706806282722585,0.015706806282722474,34,0.6071428571428571,37,3,48,0.0888888888888889,5,0,5,1.688962937321726,3.0,-43,-11,0,0,-115,-76,-115,-41
cfB_backloaded_1_seed20260522_off1200,1,A,Q25,-0.032556270096463,-0.005235602094240788,-0.005235602094240899,5,0.08928571428571429,4,-1,15,0.02777777777777779,2,0,2,-0.0011979027454405156,3.0,-43,-11,0,0,-115,-83,-115,-41
cfB_backloaded_1_seed20260522_off1200,1,A,Q50,-0.11133440514469473,-0.25130890052356014,-0.25130890052356025,-4,-0.07142857142857142,-52,-48,-38,-0.07037037037037036,0,0,0,-4.158964193920132,3.0,-46,-11,0,0,-115,-86,-115,-42
cfB_backloaded_1_seed20260522_off1200,1,A,Q60,-0.13183279742765286,-0.2931937172774869,-0.2879581151832461,-4,-0.07142857142857142,-60,-56,-48,-0.0888888888888889,-1,-1,0,-4.788462205411778,3.0,-50,-11,0,0,-115,-105,-115,-45
cfB_backloaded_1_seed20260522_off1200,1,A,Q70,-0.20900321543408362,-0.418848167539267,-0.4136125654450262,-4,-0.07142857142857142,-84,-80,-83,-0.1537037037037037,-1,-1,0,-6.353245108640067,3.0,-50,-11,0,0,-115,-135,-115,-45
cfB_backloaded_1_seed20260522_off1200,1,A,Q80,-0.2009646302250806,-0.43979057591623033,-0.43455497382198954,-5,-0.08928571428571429,-89,-84,-100,-0.18518518518518517,-1,-1,0,-7.0595073279314455,3.0,-60,-11,0,0,-115,-140,-115,-51
cfB_backloaded_1_seed20260522_off1200,1,A,Q90,-0.20217041800643099,-0.450261780104712,-0.44502617801047123,-5,-0.08928571428571429,-91,-86,-111,-0.20555555555555555,-1,-1,0,-7.076727979751194,-1.0,-84,-11,0,0,-115,-165,-115,-73
cfB_backloaded_1_seed20260522_off1200,1,B,ALL_ACCEPT,0.000401929260450129,0.010471204188481686,0.010471204188481686,49,0.875,51,2,53,0.09814814814814815,6,0,6,2.6765292408276604,-2.1000000000000227,-41,-10,1,0,-115,-69,-115,-42
cfB_backloaded_1_seed20260522_off1200,1,B,NONE_ACCEPT,-0.7170418006430866,-0.7696335078534031,-0.7643979057591623,-5,-0.08928571428571429,-152,-147,-204,-0.37777777777777777,-1,-1,0,-10.624602857671626,,-84,-11,0,0,-115,-238,-115,-73
cfB_backloaded_1_seed20260522_off1200,1,B,Q10,0.000401929260450129,0.010471204188481686,0.010471204188481686,37,0.6607142857142857,39,2,41,0.07592592592592595,5,0,5,1.9967593605240506,-2.5,-42,-11,0,0,-115,-89,-115,-43
cfB_backloaded_1_seed20260522_off1200,1,B,Q25,-0.005627009646302361,-0.015706806282722474,-0.015706806282722585,3,0.05357142857142856,0,-3,2,0.003703703703703709,2,0,2,-0.2985410014764369,-1.0,-42,-11,0,0,-115,-96,-115,-43
cfB_backloaded_1_seed20260522_off1200,1,B,Q50,-0.061897106109325084,-0.23036649214659688,-0.2251308900523561,-3,-0.053571428571428575,-47,-44,-45,-0.08333333333333331,-1,-1,0,-3.9299783493312708,0.5999999999999943,-48,-11,0,0,-115,-97,-115,-45
cfB_backloaded_1_seed20260522_off1200,1,B,Q60,-0.08440514469453386,-0.2670157068062827,-0.26178010471204194,-4,-0.07142857142857142,-55,-51,-54,-0.09999999999999998,-1,-1,0,-4.312676706128546,-0.6000000000000227,-52,-11,0,0,-115,-108,-115,-49
cfB_backloaded_1_seed20260522_off1200,1,B,Q70,-0.10369774919614161,-0.29842931937172773,-0.29319371727748694,-4,-0.07142857142857142,-61,-57,-64,-0.11851851851851852,-1,-1,0,-4.796676860507477,0.0,-59,-11,0,0,-115,-127,-115,-55
cfB_backloaded_1_seed20260522_off1200,1,B,Q80,-0.15393890675241173,-0.3717277486910995,-0.3664921465968587,-4,-0.07142857142857142,-75,-71,-84,-0.15555555555555556,-1,-1,0,-5.6820934438715485,-0.5999999999999943,-61,-11,0,0,-115,-139,-115,-57
cfB_backloaded_1_seed20260522_off1200,1,B,Q90,-0.20217041800643099,-0.450261780104712,-0.44502617801047123,-5,-0.08928571428571429,-91,-86,-111,-0.20555555555555555,-1,-1,0,-7.0496962703711485,1.0,-68,-11,0,0,-115,-149,-115,-62
cfB_backloaded_1_seed20260522_off1200,1,D,FIXED,-0.020900321543408373,0.005235602094240899,0.0,0,0.0,1,1,10,0.018518518518518545,1,1,0,0.32041290765513075,3.0,-1,0,0,0,-6,10,-6,4
cfB_backloaded_1_seed20260522_off1200,2,A,ALL_ACCEPT,0.003617363344051605,0.015706806282722474,0.015706806282722474,48,0.8571428571428572,51,3,51,0.04722222222222222,6,0,6,2.7171877644159856,-1.0,-41,-10,1,0,-140,-65,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,A,NONE_ACCEPT,-0.9919614147909965,-0.9842931937172775,-0.9738219895287958,-8,-0.14285714285714285,-196,-188,-285,-0.2638888888888889,-2,-2,0,-13.220691099540886,,-41,-10,0,0,-140,-76,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,A,Q10,0.003617363344051605,0.015706806282722474,0.015706806282722474,31,0.5535714285714286,34,3,34,0.0314814814814815,5,0,5,1.6066573858202897,-1.0,-41,-10,0,0,-140,-65,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,A,Q25,-0.001205787781350498,-0.005235602094240899,-0.005235602094240899,2,0.035714285714285726,1,-1,1,0.0009259259259259411,2,0,2,-0.08350345424687688,0.0,-41,-10,0,0,-140,-65,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,A,Q50,-0.08641479099678473,-0.2670157068062827,-0.26178010471204194,-7,-0.125,-58,-51,-59,-0.05462962962962964,-1,-1,0,-4.636683446949757,0.0,-41,-10,0,0,-140,-65,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,A,Q60,-0.11977491961414788,-0.32984293193717285,-0.31937172774869116,-7,-0.125,-70,-63,-74,-0.06851851851851853,-2,-2,0,-5.447367862878175,0.0,-41,-10,0,0,-140,-67,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,A,Q70,-0.19694533762057886,-0.45549738219895297,-0.4450261780104713,-7,-0.125,-94,-87,-109,-0.10092592592592592,-2,-2,0,-7.012150766106464,0.0,-41,-10,0,0,-140,-67,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,A,Q80,-0.2733118971061095,-0.5287958115183247,-0.518324607329843,-8,-0.14285714285714285,-109,-101,-143,-0.13240740740740742,-2,-2,0,-8.281121449825758,-1.0,-41,-10,0,0,-140,-74,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,A,Q90,-0.47709003215434087,-0.6649214659685865,-0.6544502617801047,-8,-0.14285714285714285,-135,-127,-192,-0.17777777777777778,-2,-2,0,-9.672816221620455,-1.0,-41,-10,0,0,-140,-75,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,B,ALL_ACCEPT,0.003617363344051605,0.015706806282722474,0.015706806282722474,48,0.8571428571428572,51,3,51,0.04722222222222222,6,0,6,2.7171877644159856,-1.0,-41,-10,1,0,-140,-65,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,B,NONE_ACCEPT,-0.9919614147909965,-0.9842931937172775,-0.9738219895287958,-8,-0.14285714285714285,-196,-188,-285,-0.2638888888888889,-2,-2,0,-13.220691099540886,,-41,-10,0,0,-140,-76,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,B,Q10,0.003617363344051605,0.015706806282722474,0.015706806282722474,34,0.6071428571428572,37,3,37,0.03425925925925927,5,0,5,1.9966036155718623,-1.0,-41,-10,0,0,-140,-65,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,B,Q25,-0.002411575562700996,-0.010471204188481686,-0.010471204188481686,0,0.0,-2,-2,-2,-0.0018518518518518823,2,0,2,-0.2986967464286252,0.0,-41,-10,0,0,-140,-65,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,B,Q50,-0.07475884244372999,-0.25654450261780104,-0.24607329842931935,-6,-0.10714285714285714,-55,-49,-55,-0.05092592592592593,-2,-2,0,-4.5413394366570685,0.0,-41,-10,0,0,-140,-65,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,B,Q60,-0.1101286173633439,-0.31413612565445026,-0.3036649214659686,-7,-0.125,-67,-60,-68,-0.06296296296296297,-2,-2,0,-5.105637392784356,0.0,-41,-10,0,0,-140,-65,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,B,Q70,-0.167604501607717,-0.38219895287958117,-0.3717277486910995,-7,-0.125,-80,-73,-96,-0.0888888888888889,-2,-2,0,-5.8672243355926375,-1.0,-41,-10,0,0,-140,-71,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,B,Q80,-0.23472668810289388,-0.46596858638743455,-0.45549738219895286,-7,-0.125,-96,-89,-121,-0.11203703703703705,-2,-2,0,-6.854962464793615,-1.0,-41,-10,0,0,-140,-73,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,B,Q90,-0.34204180064308687,-0.581151832460733,-0.5706806282722514,-8,-0.14285714285714285,-119,-111,-163,-0.15092592592592594,-2,-2,0,-8.639991212491164,-1.0,-41,-10,0,0,-140,-74,-112,-41
cfB_backloaded_1_seed20260522_off1200,2,D,FIXED,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
cfC_interleaved_0_seed20260611_off1260,1,A,ALL_ACCEPT,0.049162614802809146,0.07185628742514971,0.06586826347305386,30,0.967741935483871,42,12,41,0.07592592592592595,4,1,3,3.1430942962557378,1.0,-36,-6,1,0,-73,-55,-73,-29
cfC_interleaved_0_seed20260611_off1260,1,A,NONE_ACCEPT,-0.7536466774716372,-0.7964071856287425,-0.7604790419161677,-1,-0.03225806451612903,-134,-133,-187,-0.34629629629629627,-6,-6,0,-7.84466753951892,,-58,-6,0,0,-73,-203,-73,-47
cfC_interleaved_0_seed20260611_off1260,1,A,Q10,0.049162614802809146,0.07185628742514971,0.06586826347305386,16,0.5161290322580645,28,12,27,0.050000000000000044,4,1,3,2.043145568262265,1.0,-36,-6,1,0,-73,-55,-73,-29
cfC_interleaved_0_seed20260611_off1260,1,A,Q25,0.04754186925985926,0.06586826347305397,0.05988023952095811,2,0.06451612903225806,13,11,12,0.022222222222222254,2,1,1,1.2106786788834203,1.0,-36,-6,0,0,-73,-58,-73,-29
cfC_interleaved_0_seed20260611_off1260,1,A,Q50,-0.07131280388978978,-0.20958083832335328,-0.19161676646706582,-1,-0.03225806451612903,-36,-35,-34,-0.06296296296296294,-3,-3,0,-2.4345034885298764,1.0,-42,-6,0,0,-73,-83,-73,-34
cfC_interleaved_0_seed20260611_off1260,1,A,Q60,-0.11723392760669937,-0.311377245508982,-0.2754491017964072,-1,-0.03225806451612903,-53,-52,-53,-0.09814814814814812,-6,-6,0,-3.8508169108975174,1.0,-47,-6,0,0,-73,-93,-73,-38
cfC_interleaved_0_seed20260611_off1260,1,A,Q70,-0.15937331172339309,-0.36526946107784425,-0.32934131736526945,-1,-0.03225806451612903,-62,-61,-66,-0.1222222222222222,-6,-6,0,-4.605864331551183,1.0,-48,-6,0,0,-73,-102,-73,-38
cfC_interleaved_0_seed20260611_off1260,1,A,Q80,-0.28038897893030823,-0.5089820359281436,-0.47305389221556887,-1,-0.03225806451612903,-86,-85,-114,-0.21111111111111108,-6,-6,0,-5.925471056276643,1.0,-51,-6,0,0,-73,-148,-73,-41
cfC_interleaved_0_seed20260611_off1260,1,A,Q90,-0.4359805510534849,-0.6287425149700598,-0.592814371257485,-1,-0.03225806451612903,-106,-105,-146,-0.27037037037037037,-6,-6,0,-7.012222576863132,-7.0,-58,-6,0,0,-73,-184,-73,-47
cfC_interleaved_0_seed20260611_off1260,1,B,ALL_ACCEPT,-0.01080497028633165,-0.0059880239520957446,0.0,30,0.967741935483871,29,-1,29,0.05370370370370375,2,-1,3,1.9819027736612629,-2.0,-23,-6,1,0,-73,-69,-73,-27
cfC_interleaved_0_seed20260611_off1260,1,B,NONE_ACCEPT,-0.7536466774716372,-0.7964071856287425,-0.7604790419161677,-1,-0.03225806451612903,-134,-133,-187,-0.34629629629629627,-6,-6,0,-7.84466753951892,,-58,-6,0,0,-73,-203,-73,-47
cfC_interleaved_0_seed20260611_off1260,1,B,Q10,-0.01080497028633165,-0.0059880239520957446,0.0,16,0.5161290322580645,15,-1,15,0.02777777777777779,2,-1,3,0.8819540456677899,-1.4000000000000057,-23,-6,1,0,-73,-69,-73,-27
cfC_interleaved_0_seed20260611_off1260,1,B,Q25,-0.012425715829281536,-0.0119760479041916,-0.005988023952095856,2,0.06451612903225806,0,-2,0,0.0,0,-1,1,0.04948715628894451,-1.0,-23,-6,0,0,-73,-72,-73,-27
cfC_interleaved_0_seed20260611_off1260,1,B,Q50,-0.09886547811993551,-0.25149700598802394,-0.22155688622754488,-1,-0.03225806451612903,-43,-42,-43,-0.0796296296296296,-5,-5,0,-2.8411644552120077,-1.0,-33,-6,0,0,-73,-87,-73,-34
cfC_interleaved_0_seed20260611_off1260,1,B,Q60,-0.15505132360886043,-0.34131736526946105,-0.30538922155688625,-1,-0.03225806451612903,-58,-57,-59,-0.10925925925925922,-6,-6,0,-4.235422136547811,-1.0,-39,-6,0,0,-73,-99,-73,-37
cfC_interleaved_0_seed20260611_off1260,1,B,Q70,-0.21285791464073522,-0.41916167664670656,-0.38323353293413176,-1,-0.03225806451612903,-71,-70,-84,-0.15555555555555553,-6,-6,0,-4.9289886989949405,-1.1000000000000014,-47,-6,0,0,-73,-127,-73,-40
cfC_interleaved_0_seed20260611_off1260,1,B,Q80,-0.28038897893030834,-0.4910179640718562,-0.4550898203592814,-1,-0.03225806451612903,-83,-82,-104,-0.19259259259259257,-6,-6,0,-5.525392869651969,-2.5,-49,-6,0,0,-73,-152,-73,-40
cfC_interleaved_0_seed20260611_off1260,1,B,Q90,-0.36412749864937916,-0.5808383233532933,-0.5449101796407185,-1,-0.03225806451612903,-98,-97,-132,-0.2444444444444444,-6,-6,0,-6.6499488997593135,-3.0,-51,-6,0,0,-73,-157,-73,-41
cfC_interleaved_0_seed20260611_off1260,1,D,FIXED,0.022690437601296187,0.03592814371257491,0.029940119760479056,1,0.03225806451612903,7,6,6,0.011111111111111127,2,1,1,0.5127843415756494,1.0,-7,0,0,0,-2,5,-2,-4
cfC_interleaved_0_seed20260611_off1260,2,A,ALL_ACCEPT,0.0016207455429497752,0.005988023952095856,0.0059880239520957446,28,0.9032258064516129,29,1,29,0.02685185185185185,2,0,2,1.9324156173723193,0.0,-23,-6,1,0,-93,-42,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,A,NONE_ACCEPT,-0.9670448406266882,-0.9940119760479041,-0.9461077844311377,-3,-0.0967741935483871,-169,-166,-241,-0.22314814814814815,-9,-8,-1,-9.72546633872261,,-23,-6,0,0,-93,-65,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,A,Q10,0.0016207455429497752,0.005988023952095856,0.0059880239520957446,14,0.4516129032258064,15,1,15,0.013888888888888895,2,0,2,0.8324668893788463,0.0,-23,-6,1,0,-93,-42,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,A,Q25,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,-23,-6,0,0,-93,-42,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,A,Q50,-0.14478660183684455,-0.31137724550898194,-0.281437125748503,-3,-0.0967741935483871,-55,-52,-57,-0.052777777777777785,-6,-5,-1,-3.8822848802054333,0.0,-23,-6,0,0,-93,-51,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,A,Q60,-0.21772015126958377,-0.44311377245508976,-0.39520958083832336,-3,-0.0967741935483871,-77,-74,-84,-0.07777777777777778,-9,-8,-1,-5.442080106004681,0.0,-23,-6,0,0,-93,-56,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,A,Q70,-0.26526202052944337,-0.5029940119760479,-0.45508982035928147,-3,-0.0967741935483871,-87,-84,-100,-0.09259259259259259,-9,-8,-1,-6.22853306117276,0.0,-23,-6,0,0,-93,-56,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,A,Q80,-0.41437061048082136,-0.6646706586826348,-0.6167664670658684,-3,-0.0967741935483871,-114,-111,-154,-0.1425925925925926,-9,-8,-1,-7.6527121252152055,0.0,-23,-6,0,0,-93,-60,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,A,Q90,-0.6493787142085359,-0.8263473053892215,-0.7784431137724551,-3,-0.0967741935483871,-141,-138,-200,-0.18518518518518517,-9,-8,-1,-8.893021376066823,-1.0,-23,-6,0,0,-93,-65,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,B,ALL_ACCEPT,0.0016207455429497752,0.005988023952095856,0.0059880239520957446,28,0.9032258064516129,29,1,29,0.02685185185185185,2,0,2,1.9324156173723193,0.0,-23,-6,1,0,-93,-44,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,B,NONE_ACCEPT,-0.9670448406266882,-0.9940119760479041,-0.9461077844311377,-3,-0.0967741935483871,-169,-166,-241,-0.22314814814814815,-9,-8,-1,-9.72546633872261,,-23,-6,0,0,-93,-65,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,B,Q10,0.0016207455429497752,0.005988023952095856,0.0059880239520957446,14,0.4516129032258064,15,1,15,0.013888888888888895,2,0,2,0.8324668893788463,0.0,-23,-6,1,0,-93,-44,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,B,Q25,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,-23,-6,0,0,-93,-44,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,B,Q50,-0.12857914640734747,-0.29940119760479034,-0.2694610778443114,-3,-0.0967741935483871,-53,-50,-54,-0.05000000000000002,-6,-5,-1,-3.43547513684823,0.0,-23,-6,0,0,-93,-47,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,B,Q60,-0.20637493246893535,-0.4251497005988023,-0.3772455089820359,-3,-0.0967741935483871,-74,-71,-78,-0.07222222222222222,-9,-8,-1,-5.342006324593712,0.0,-23,-6,0,0,-93,-54,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,B,Q70,-0.31334413830361973,-0.5508982035928143,-0.5029940119760479,-3,-0.0967741935483871,-95,-92,-118,-0.10925925925925926,-9,-8,-1,-6.413343970648941,-1.0,-23,-6,0,0,-93,-60,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,B,Q80,-0.3916801728795247,-0.6347305389221556,-0.5868263473053892,-3,-0.0967741935483871,-109,-106,-140,-0.12962962962962965,-9,-8,-1,-7.122101984749439,-1.0,-23,-6,0,0,-93,-61,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,B,Q90,-0.49810913019989206,-0.7365269461077844,-0.688622754491018,-3,-0.0967741935483871,-126,-123,-172,-0.15925925925925927,-9,-8,-1,-8.32557181327685,-1.0,-23,-6,0,0,-93,-62,-76,-23
cfC_interleaved_0_seed20260611_off1260,2,D,FIXED,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0
cfC_interleaved_1_seed20260612_off1320,1,A,ALL_ACCEPT,0.09424920127795477,0.22159090909090906,0.20454545454545459,44,0.88,83,39,85,0.15740740740740738,10,3,7,4.90629772693274,0.15000000000000568,-83,0,0,0,-129,-73,-129,-80
cfC_interleaved_1_seed20260612_off1320,1,A,NONE_ACCEPT,-0.740149094781683,-0.6761363636363636,-0.6761363636363636,-5,-0.1,-124,-119,-172,-0.31851851851851853,-2,0,-2,-8.538248487185665,,-102,0,0,0,-129,-267,-129,-92
cfC_interleaved_1_seed20260612_off1320,1,A,Q10,0.09105431309904122,0.2102272727272727,0.19318181818181812,28,0.56,65,37,67,0.12407407407407406,9,3,6,3.8201498433775107,0.15000000000000568,-84,0,0,0,-129,-98,-129,-81
cfC_interleaved_1_seed20260612_off1320,1,A,Q25,0.07987220447284304,0.1647727272727273,0.15340909090909094,5,0.1,34,29,36,0.06666666666666665,5,2,3,2.0239100473168907,0.15000000000000568,-84,0,0,0,-129,-105,-129,-81
cfC_interleaved_1_seed20260612_off1320,1,A,Q50,-0.07135250266240734,-0.1477272727272727,-0.1477272727272727,-4,-0.08,-30,-26,-28,-0.05185185185185187,-2,0,-2,-2.42917552528992,0.15000000000000568,-88,0,0,0,-129,-153,-129,-85
cfC_interleaved_1_seed20260612_off1320,1,A,Q60,-0.1123535676251336,-0.20454545454545453,-0.20454545454545453,-4,-0.08,-40,-36,-37,-0.06851851851851853,-2,0,-2,-3.6023873831360556,0.15000000000000568,-90,0,0,0,-129,-161,-129,-87
cfC_interleaved_1_seed20260612_off1320,1,A,Q70,-0.21458998935037332,-0.32954545454545453,-0.32954545454545453,-4,-0.08,-62,-58,-71,-0.1314814814814815,-2,0,-2,-5.270185852640797,0.15000000000000568,-92,0,0,0,-129,-202,-129,-87
cfC_interleaved_1_seed20260612_off1320,1,A,Q80,-0.27902023429180045,-0.4090909090909091,-0.4090909090909091,-5,-0.1,-77,-72,-103,-0.19074074074074077,-2,0,-2,-6.282927858897662,0.15000000000000568,-94,0,0,0,-129,-214,-129,-88
cfC_interleaved_1_seed20260612_off1320,1,A,Q90,-0.3493077742279026,-0.47159090909090906,-0.47159090909090906,-5,-0.1,-88,-83,-116,-0.21481481481481485,-2,0,-2,-6.836333605549043,-0.8499999999999943,-102,0,0,0,-129,-225,-129,-92
cfC_interleaved_1_seed20260612_off1320,1,B,ALL_ACCEPT,0.02662406815761409,0.13636363636363635,0.13068181818181812,42,0.84,66,24,68,0.12592592592592589,7,1,6,3.754734114744984,-2.8499999999999943,-66,0,0,0,-129,-100,-129,-67
cfC_interleaved_1_seed20260612_off1320,1,B,NONE_ACCEPT,-0.740149094781683,-0.6761363636363636,-0.6761363636363636,-5,-0.1,-124,-119,-172,-0.31851851851851853,-2,0,-2,-8.538248487185665,,-102,0,0,0,-129,-267,-129,-92
cfC_interleaved_1_seed20260612_off1320,1,B,Q10,0.02342917997870042,0.125,0.11931818181818177,29,0.5800000000000001,51,22,53,0.09814814814814815,7,1,6,2.9144220145847815,-2.8499999999999943,-69,0,0,0,-129,-114,-129,-70
cfC_interleaved_1_seed20260612_off1320,1,B,Q25,0.00905218317358858,0.06818181818181812,0.06818181818181812,3,0.06,15,12,17,0.031481481481481444,3,0,3,0.8101681967584273,-2.75,-69,0,0,0,-129,-125,-129,-70
cfC_interleaved_1_seed20260612_off1320,1,B,Q50,-0.06656017039403661,-0.13068181818181823,-0.13068181818181823,-3,-0.060000000000000005,-26,-23,-25,-0.046296296296296335,-2,0,-2,-2.209832647439086,-1.8499999999999943,-82,0,0,0,-129,-154,-129,-79
cfC_interleaved_1_seed20260612_off1320,1,B,Q60,-0.1341853035143774,-0.22159090909090912,-0.22159090909090912,-4,-0.08,-43,-39,-46,-0.0851851851851852,-2,0,-2,-3.4126196086069545,-1.8499999999999943,-88,0,0,0,-129,-170,-129,-83
cfC_interleaved_1_seed20260612_off1320,1,B,Q70,-0.19808306709265222,-0.29545454545454547,-0.29545454545454547,-4,-0.08,-56,-52,-71,-0.1314814814814815,-2,0,-2,-4.239133954338101,-1.8999999999999986,-92,0,0,0,-129,-210,-129,-85
cfC_interleaved_1_seed20260612_off1320,1,B,Q80,-0.289669861554846,-0.40340909090909094,-0.40340909090909094,-4,-0.08,-75,-71,-94,-0.1740740740740741,-2,0,-2,-5.7837306345061545,-0.8499999999999943,-92,0,0,0,-129,-216,-129,-85
