tag,mode,B,variant,R_weighted_nonfail,R_count,R_count_nonfail,starts,attack_starts,clean_starts,clean_ratio,busy_steps,occupied_in_horizon,utilization,failures,attack_failures,clean_failures,recorded_cost,recorded_time,cost_per_step,D95,precision,denominator,numerator,expired,horizon,final_active_Tminus1,unfinished_T,mean_attack_severity,covariance,severity_selection_component,identity_residual,wall_seconds,delta_R_weighted_nonfail,delta_R_count_nonfail,delta_starts,delta_clean_starts,delta_busy_steps,delta_recorded_cost,delta_D95,delta_failures,delta_severity_selection_component,started_all,started_attack,started_clean,rejected_all,rejected_attack,rejected_clean,expired_all,expired_attack,expired_clean,horizon_unstarted_all,horizon_unstarted_attack,horizon_unstarted_clean
cfA_frontloaded_1_seed20260512_off1080,cfA,2,DDD_ONLY_VALUE,0.9184890656063619,0.8878923766816144,0.874439461883408,198,198,0,0.0,307,307,0.28425925925925927,3,3,0,7712.604497874059,1905.4812636375427,14.282600921989,1.1499999999999773,1.0,100.6,92.4,104,0,0,0,0.4511210762331838,0.019871704639144165,0.04404960372295377,8.326672684688674e-17,0.03696804299761425,-0.025347912524850913,-0.013452914798206317,-18,-15,-24,-417.0974665102931,-0.8500000000000227,-6,-0.011894997726644617,198,198,0,0,0,0,104,25,79,0,0,0
cfA_frontloaded_1_seed20260512_off1080,cfA,2,CONSTANT_SEVERITY,0.9721669980119284,0.9730941704035875,0.9551569506726457,241,217,24,0.3037974683544304,356,356,0.3296296296296296,13,4,9,9027.65688659206,2079.1582527160645,16.71788312331863,2.0,0.9004149377593361,100.6,97.8,61,0,0,0,0.4511210762331838,0.007673590862474612,0.01701004733928269,-3.469446951953614e-18,0.03416309900057968,0.028330019880715596,0.06726457399103136,25,9,25,897.9549222077076,0.0,4,-0.0389345541103157,241,217,24,0,0,0,61,6,55,0,0,0
cfB_backloaded_0_seed20260521_off1140,cfB,1,NO_FAIL_DISCOUNT,0.7597765363128491,0.8274111675126904,0.7969543147208121,166,163,3,0.061224489795918366,209,209,0.387037037037037,6,6,0,5888.259785748474,1176.1935319900513,10.9041847884231,8.0,0.9819277108433735,125.29999999999998,95.19999999999999,79,1,0,0,0.6360406091370557,-0.02364657682496327,-0.03717777840796301,2.0816681711721685e-17,0.03515647899985197,0.0011971268954508174,0.0050761421319796,1,0,3,12.640345314984188,0.0,0,-0.0038790152365287683,166,163,3,0,0,0,79,34,45,1,0,1
cfB_backloaded_0_seed20260521_off1140,cfB,1,DDD_ONLY_VALUE,0.7517956903431766,0.7969543147208121,0.7715736040609137,157,157,0,0.0,199,199,0.3685185185185185,5,5,0,5703.373130863994,1133.3602862358093,10.561802094192583,8.0,1.0,125.29999999999998,94.20000000000002,88,1,0,0,0.6360406091370557,-0.01257955628848978,-0.019777913717737326,2.5326962749261384e-16,0.036417449002328794,-0.006783719074221706,-0.020304568527918843,-8,-3,-7,-172.24630956949568,0.0,-1,0.013520849453696918,157,157,0,0,0,0,88,40,48,1,0,1
cfB_backloaded_0_seed20260521_off1140,cfB,1,CONSTANT_SEVERITY,0.3986432561851558,0.6192893401015228,0.583756345177665,127,122,5,0.10204081632653061,152,152,0.2814814814814815,9,7,2,4801.397626550472,750.3584911823273,8.891477086204578,6.0,0.9606299212598425,125.29999999999998,49.95000000000001,118,1,0,0,0.6360406091370557,-0.11773944188203768,-0.1851130889925094,2.220446049250313e-16,0.0363218809980026,-0.35993615323224254,-0.20812182741116758,-38,2,-54,-1074.2218138830185,-2.0,3,-0.15181432582107515,127,122,5,0,0,0,118,75,43,1,0,1
cfB_backloaded_0_seed20260521_off1140,cfB,2,NO_FAIL_DISCOUNT,0.9812450119712691,0.9898477157360406,0.9543147208121827,200,195,5,0.10204081632653061,266,266,0.2462962962962963,9,7,2,7002.12311851056,1538.9980328083038,12.966894663908445,0.0,0.975,125.29999999999998,122.95,45,1,0,0,0.6360406091370557,0.01712875879306346,0.026930291159086208,1.97758476261356e-16,0.03448958500302979,0.0011971268954509284,0.005076142131979711,1,0,1,18.058055719784534,0.0,0,-0.0038790152365287753,200,195,5,0,0,0,45,2,43,1,0,1
cfB_backloaded_0_seed20260521_off1140,cfB,2,DDD_ONLY_VALUE,0.9688747007182761,0.9441624365482234,0.9187817258883249,186,186,0,0.0,252,252,0.23333333333333334,5,5,0,6482.351886698032,1499.2454483509064,12.004355345737096,0.0,1.0,125.29999999999998,121.39999999999998,59,1,0,0,0.6360406091370557,0.031861166224329406,0.050092974829951266,-3.469446951953614e-17,0.038785281001764815,-0.01117318435754211,-0.030456852791878153,-13,-5,-13,-501.7131760927432,0.0,-4,0.019283668434336283,186,186,0,0,0,0,59,11,48,1,0,1
cfB_backloaded_0_seed20260521_off1140,cfB,2,CONSTANT_SEVERITY,0.98244213886672,0.9949238578680203,0.9593908629441624,206,196,10,0.20408163265306123,272,272,0.2518518518518518,10,7,3,7181.690348887032,1550.2786962985992,13.299426572013022,0.0,0.9514563106796117,125.29999999999998,123.10000000000001,40,0,0,0,0.6360406091370557,0.01466154757916978,0.02305127592255744,1.8388068845354155e-16,0.03364609100026428,0.002394253790901857,0.010152284263959421,7,5,7,197.6252860962568,0.0,1,-0.007758030473057544,206,196,10,0,0,0,40,1,39,0,0,0
cfB_backloaded_1_seed20260522_off1200,cfB,1,NO_FAIL_DISCOUNT,0.7170418006430866,0.7696335078534031,0.7643979057591623,154,147,7,0.125,207,207,0.38333333333333336,1,1,0,5811.753648911901,1150.3875432014465,10.762506757244262,6.349999999999994,0.9545454545454546,124.40000000000003,89.2,82,11,0,0,0.6513089005235604,-0.030843452756229264,-0.047356105116075464,-2.220446049250313e-16,0.03575592099878122,0.0,0.0,2,2,3,74.46810576922326,-0.6500000000000057,0,0.0,154,147,7,0,0,0,82,44,38,11,0,11
cfB_backloaded_1_seed20260522_off1200,cfB,1,DDD_ONLY_VALUE,0.7226688102893888,0.7539267015706806,0.7486910994764397,144,144,0,0.0,194,194,0.3592592592592593,1,1,0,5311.22079258803,1092.2140974998474,9.835594060348203,8.0,1.0,124.40000000000003,89.89999999999999,92,11,0,0,0.6513089005235604,-0.016948548559524133,-0.026022289187050712,-2.498001805406602e-16,0.03535747099886066,0.005627009646302139,-0.015706806282722585,-8,-5,-10,-426.0647505546476,1.0,0,0.021333815929024752,144,144,0,0,0,0,92,47,45,11,0,11
cfB_backloaded_1_seed20260522_off1200,cfB,1,CONSTANT_SEVERITY,0.40313504823151125,0.5968586387434555,0.5863874345549738,124,114,10,0.17857142857142858,155,155,0.28703703703703703,3,2,1,4716.61894508762,803.2144811153412,8.734479527940037,8.0,0.9193548387096774,124.40000000000003,50.15000000000001,113,10,0,0,0.6513089005235604,-0.11935391025465303,-0.18325238632346239,-1.3877787807814457e-16,0.037906704001215985,-0.3139067524115754,-0.17801047120418856,-28,5,-49,-1020.6665980550579,1.0,2,-0.13589628120738692,124,114,10,0,0,0,113,77,36,10,0,10
cfB_backloaded_1_seed20260522_off1200,cfB,2,NO_FAIL_DISCOUNT,0.9919614147909965,0.9842931937172775,0.9738219895287958,196,188,8,0.14285714285714285,285,285,0.2638888888888889,2,2,0,7139.173193752078,1686.7430415153503,13.220691099540886,1.0,0.9591836734693877,124.40000000000003,123.4,41,10,0,0,0.6513089005235604,0.011814369123653403,0.01813942526220096,-2.671474153004283e-16,0.033455157001299085,0.0,0.0,0,0,0,0.0,0.0,0,0.0,196,188,8,0,0,0,41,3,38,10,0,10
cfB_backloaded_1_seed20260522_off1200,cfB,2,DDD_ONLY_VALUE,0.9774919614147908,0.9476439790575916,0.93717277486911,187,181,6,0.10714285714285714,274,274,0.2537037037037037,2,2,0,6759.457739553997,1627.0030341148376,12.517514332507403,1.0,0.9679144385026738,124.40000000000003,121.60000000000001,49,11,0,0,0.6513089005235604,0.026260245059071836,0.04031918654568102,-2.3592239273284576e-16,0.033781094000005396,-0.014469453376205754,-0.03664921465968585,-9,-2,-11,-379.7154541980808,0.0,0,0.02217976128348006,187,181,6,0,0,0,49,10,39,11,0,11
cfB_backloaded_1_seed20260522_off1200,cfB,2,CONSTANT_SEVERITY,0.9955787781350481,1.0,0.9895287958115183,203,191,12,0.21428571428571427,292,292,0.27037037037037037,5,2,3,7185.64279089894,1699.8462545871735,13.306745909072111,0.0,0.9408866995073891,124.40000000000003,123.85000000000002,36,8,0,0,0.6513089005235604,0.003940407335325237,0.006049982323529904,-8.066464163292153e-17,0.03383898999891244,0.003617363344051605,0.015706806282722474,7,4,7,46.469597146861815,-1.0,3,-0.012089442938671056,203,191,12,0,0,0,36,0,36,8,0,8
cfC_interleaved_0_seed20260611_off1260,cfC,1,NO_FAIL_DISCOUNT,0.7579686655861696,0.8023952095808383,0.7664670658682635,137,134,3,0.0967741935483871,190,190,0.35185185185185186,7,6,1,4366.326578914876,1033.429205417633,8.085789960953475,9.0,0.9781021897810219,92.55000000000001,70.15,55,6,0,0,0.5541916167664671,-0.004709742192262185,-0.00849840028209384,-8.153200337090993e-17,0.033686353999655694,0.004321988114532438,0.005988023952095856,3,2,3,130.20610757465965,0.0,1,-0.0016660358375631228,137,134,3,0,0,0,55,33,22,6,0,6
cfC_interleaved_0_seed20260611_off1260,cfC,1,DDD_ONLY_VALUE,0.7514856834143708,0.7844311377245509,0.7544910179640718,131,131,0,0.0,178,178,0.3296296296296296,5,5,0,4265.757007355359,965.0209612846375,7.899550013621035,8.0,1.0,92.55000000000001,69.55000000000003,61,6,0,0,0.5541916167664671,-0.0016655312130230554,-0.003005334549701245,2.675810961694225e-16,0.033870621999085415,-0.00216099405726633,-0.005988023952095856,-3,-1,-9,29.636536015142156,-1.0,-1,0.0038270298948294714,131,131,0,0,0,0,61,36,25,6,0,6
cfC_interleaved_0_seed20260611_off1260,cfC,1,CONSTANT_SEVERITY,0.5478119935170177,0.7005988023952096,0.6586826347305389,121,117,4,0.12903225806451613,159,159,0.29444444444444445,9,7,2,4224.193508176724,791.4503419399261,7.822580570697637,7.0,0.9669421487603306,92.55000000000001,50.699999999999996,71,6,0,0,0.5541916167664671,-0.061443579906056124,-0.11087064121352104,-1.5265566588595902e-16,0.034629234000021825,-0.20583468395461946,-0.10179640718562877,-13,3,-28,-11.926963163492474,-2.0,3,-0.10403827676899033,121,117,4,0,0,0,71,50,21,6,0,6
cfC_interleaved_0_seed20260611_off1260,cfC,2,NO_FAIL_DISCOUNT,0.9670448406266882,0.9940119760479041,0.9461077844311377,169,166,3,0.0967741935483871,241,241,0.22314814814814815,9,8,1,5251.75182291021,1354.755886554718,9.72546633872261,1.0,0.9822485207100592,92.55000000000001,89.5,23,6,0,0,0.5541916167664671,0.011603141023342537,0.02093705619555055,-1.3183898417423734e-16,0.032635558000038145,0.0,0.0,0,0,0,0.0,0.0,0,0.0,169,166,3,0,0,0,23,1,22,6,0,6
cfC_interleaved_0_seed20260611_off1260,cfC,2,DDD_ONLY_VALUE,0.9621826039978391,0.9760479041916168,0.9281437125748503,163,163,0,0.0,235,235,0.2175925925925926,8,8,0,5087.099205283458,1341.4774572849274,9.420554083858256,1.0,1.0,92.55000000000001,89.05000000000001,29,6,0,0,0.5541916167664671,0.018864068270644338,0.0340388914229887,6.938893903907228e-17,0.03236716600076761,-0.004862236628849104,-0.017964071856287456,-6,-3,-6,-164.65261762675163,0.0,-1,0.01310183522743815,163,163,0,0,0,0,29,4,25,6,0,6
cfC_interleaved_0_seed20260611_off1260,cfC,2,CONSTANT_SEVERITY,0.9686655861696379,1.0,0.9520958083832335,172,167,5,0.16129032258064516,244,244,0.22592592592592592,10,8,2,5389.672081180059,1363.8617298603058,9.980874224407517,1.0,0.9709302325581395,92.55000000000001,89.65,21,5,0,0,0.5541916167664671,0.009182831940908595,0.016569777786404487,-3.8163916471489756e-17,0.03180678499848,0.0016207455429497752,0.0059880239520957446,3,2,3,137.920258269849,0.0,1,-0.004367278409146063,172,167,5,0,0,0,21,0,21,5,0,5
cfC_interleaved_1_seed20260612_off1320,cfC,1,NO_FAIL_DISCOUNT,0.7577209797657082,0.7386363636363636,0.7386363636363636,136,130,6,0.12,183,183,0.3388888888888889,2,0,2,5074.373244111302,1000.7664716243744,9.396987489095002,9.0,0.9558823529411765,93.9,71.15,90,0,0,0,0.5335227272727273,0.010182076446280995,0.01908461612934457,-3.469446951953614e-17,0.03501857900118921,0.017571884984025177,0.0625,12,1,11,463.71906103104266,-0.8499999999999943,0,-0.0449281150159744,136,130,6,0,0,0,90,46,44,0,0,0
cfC_interleaved_1_seed20260612_off1320,cfC,1,DDD_ONLY_VALUE,0.7603833865814696,0.7443181818181818,0.7443181818181818,131,131,0,0.0,172,172,0.31851851851851853,0,0,0,5279.488709094652,937.6294846534729,9.776830942767875,7.0,1.0,93.9,71.4,95,0,0,0,0.5335227272727273,0.008571151859504125,0.016065204763287814,6.245004513516506e-17,0.03515503699964029,0.02023429179978664,0.06818181818181812,7,-5,0,668.8345260143933,-2.8499999999999943,-2,-0.047947526382031154,131,131,0,0,0,0,95,45,50,0,0,0
cfC_interleaved_1_seed20260612_off1320,cfC,1,CONSTANT_SEVERITY,0.5963791267305645,0.6988636363636364,0.6875,132,123,9,0.18,165,165,0.3055555555555556,5,2,3,5185.037821633898,800.7221388816833,9.601921891914625,8.0,0.9318181818181818,93.9,56.00000000000001,94,0,0,0,0.5335227272727273,-0.04861505681818182,-0.09112087326943556,4.163336342344337e-17,0.039463305998651776,-0.14376996805111852,0.011363636363636354,8,4,-7,574.3836385536388,-1.8499999999999943,3,-0.15513360441475454,132,123,9,0,0,0,94,53,41,0,0,0
cfC_interleaved_1_seed20260612_off1320,cfC,2,NO_FAIL_DISCOUNT,0.9728434504792332,0.9375,0.9261363636363636,173,165,8,0.16,236,236,0.21851851851851853,5,2,3,6259.597353094113,1307.632140159607,11.591846950174283,0.4000000000000057,0.953757225433526,93.9,91.35,53,0,0,0,0.5335227272727273,0.0249192923553719,0.04670708684286959,-8.326672684688674e-17,0.03356166799858329,0.0031948881789135575,0.011363636363636354,2,0,2,109.21996911019778,-0.5999999999999943,0,-0.008168748184722602,173,165,8,0,0,0,53,11,42,0,0,0
cfC_interleaved_1_seed20260612_off1320,cfC,2,DDD_ONLY_VALUE,0.9515441959531415,0.9034090909090909,0.8920454545454546,165,159,6,0.12,227,227,0.2101851851851852,3,2,1,6281.872335197383,1270.915313243866,11.63309691703219,0.0,0.9636363636363636,93.9,89.35,61,0,0,0,0.5335227272727273,0.03174393078512397,0.05949874140768709,-1.3183898417423734e-16,0.03403786199851311,-0.018104366347178047,-0.022727272727272707,-6,-2,-7,131.49495121346808,-1.0,-2,0.004622906380094903,165,159,6,0,0,0,61,17,44,0,0,0
cfC_interleaved_1_seed20260612_off1320,cfC,2,CONSTANT_SEVERITY,0.9824281150159747,0.9715909090909091,0.9602272727272727,182,171,11,0.22,245,245,0.22685185185185186,7,2,5,6631.270462867486,1332.3930072784424,12.28013048679164,0.0,0.9395604395604396,93.9,92.25000000000003,44,0,0,0,0.5335227272727273,0.011844653925619826,0.022200842288701696,3.0878077872387166e-16,0.032599582002148964,0.012779552715655118,0.045454545454545414,11,3,11,480.8930788835705,-1.0,2,-0.03267499273889049,182,171,11,0,0,0,44,5,39,0,0,0
cfD_tailheavy_0_seed20260621_off1380,cfD,1,NO_FAIL_DISCOUNT,0.7775496235455169,0.7953216374269005,0.783625730994152,141,136,5,0.12195121951219512,181,181,0.3351851851851852,4,2,2,4995.136652796221,1036.6338653564453,9.250253060733742,7.0,0.9645390070921985,146.1,113.60000000000002,71,0,0,0,0.8543859649122807,-0.005191340925412944,-0.006076107448635274,2.0296264668928643e-16,0.033428128001105506,0.0,0.0,1,1,3,117.47251520289046,0.0,0,-8.673617379884035e-19,141,136,5,0,0,0,71,35,36,0,0,0
cfD_tailheavy_0_seed20260621_off1380,cfD,1,DDD_ONLY_VALUE,0.7741273100616018,0.7660818713450293,0.7543859649122807,131,131,0,0.0,169,169,0.31296296296296294,2,2,0,4545.417370876599,983.972220659256,8.417439575697406,5.0,1.0,146.1,113.10000000000002,81,0,0,0,0.8543859649122807,0.01686672822406895,0.019741345149320945,1.8735013540549517e-16,0.0340164539993566,-0.003422313483915085,-0.029239766081871288,-9,-4,-9,-332.24676671673114,-2.0,-2,0.025817452597956217,131,131,0,0,0,0,81,40,41,0,0,0
cfD_tailheavy_0_seed20260621_off1380,cfD,1,CONSTANT_SEVERITY,0.15058179329226554,0.38011695906432746,0.36257309941520466,72,65,7,0.17073170731707318,82,82,0.15185185185185185,6,3,3,3007.34306074723,339.99527049064636,5.5691538161985745,7.900000000000006,0.9027777777777778,146.1,21.999999999999993,140,0,0,0,0.8543859649122807,-0.18112239663486204,-0.21199130612293915,2.7755575615628914e-17,0.037568408999504754,-0.6269678302532514,-0.42105263157894735,-68,3,-96,-1870.3210768461004,0.9000000000000057,2,-0.20591519867430388,72,65,7,0,0,0,140,106,34,0,0,0
cfD_tailheavy_0_seed20260621_off1380,cfD,2,NO_FAIL_DISCOUNT,0.9883641341546886,0.9707602339181286,0.9532163742690059,172,166,6,0.14634146341463414,233,233,0.21574074074074073,6,3,3,5775.917037337358,1349.6869897842407,10.696142661735848,0.0,0.9651162790697675,146.1,144.4,40,0,0,0,0.8543859649122807,0.030029752744434188,0.03514775988568272,2.7755575615628914e-17,0.033470315000158735,0.0,0.0,0,0,0,0.0,0.0,0,0.0,172,166,6,0,0,0,40,5,35,0,0,0
cfD_tailheavy_0_seed20260621_off1380,cfD,2,DDD_ONLY_VALUE,0.9849418206707737,0.9415204678362573,0.9239766081871345,167,161,6,0.14634146341463414,228,228,0.2111111111111111,3,3,0,5565.701722197753,1338.110079050064,10.30685504110695,0.0,0.9640718562874252,146.1,143.90000000000003,45,0,0,0,0.8543859649122807,0.052087821893916066,0.060965212483638925,3.608224830031759e-16,0.0331014259973017,-0.003422313483914863,-0.0292397660818714,-5,0,-5,-210.21531513960508,0.0,-3,0.025817452597956203,167,161,6,0,0,0,45,10,35,0,0,0
cfD_tailheavy_0_seed20260621_off1380,cfD,2,CONSTANT_SEVERITY,0.9917864476386036,1.0,0.9824561403508771,178,171,7,0.17073170731707318,239,239,0.2212962962962963,6,3,3,5883.163380302218,1363.4877338409424,10.894747000559663,0.0,0.9606741573033708,146.1,144.89999999999998,34,0,0,0,0.8543859649122807,0.007971683594952296,0.009330307287726507,-7.112366251504909e-17,0.03208156900291215,0.003422313483914974,0.029239766081871288,6,1,6,107.24634296485965,0.0,0,-0.025817452597956217,178,171,7,0,0,0,34,0,34,0,0,0
cfD_tailheavy_1_seed20260622_off1440,cfD,1,NO_FAIL_DISCOUNT,0.7386831275720164,0.7619047619047619,0.7559523809523809,133,128,5,0.1724137931034483,187,187,0.34629629629629627,2,1,1,4645.740554158615,1141.0580923557281,8.60322324844188,10.0,0.9624060150375939,145.8,107.7,64,0,0,0,0.8678571428571429,-0.014987244897959193,-0.017269253380364502,-5.551115123125783e-17,0.035002230000827694,0.000685871056241405,0.005952380952380931,4,2,5,13.71273354798086,0.0,1,-0.0052665098961395315,133,128,5,0,0,0,64,40,24,0,0,0
cfD_tailheavy_1_seed20260622_off1440,cfD,1,DDD_ONLY_VALUE,0.7318244170096021,0.7202380952380952,0.7142857142857143,121,121,0,0.0,174,174,0.32222222222222224,1,1,0,4250.508650524743,1083.823998451233,7.871312315786561,10.0,1.0,145.8,106.69999999999999,76,0,0,0,0.8678571428571429,0.015221088435374156,0.017538702723887915,-1.1449174941446927e-16,0.034865915000409586,-0.006172839506172867,-0.0357142857142857,-8,-3,-8,-381.51917008589135,0.0,0,0.029541446208112887,121,121,0,0,0,0,76,47,29,0,0,0
cfD_tailheavy_1_seed20260622_off1440,cfD,1,CONSTANT_SEVERITY,0.23868312757201648,0.42857142857142855,0.4107142857142857,79,72,7,0.2413793103448276,107,107,0.19814814814814816,6,3,3,3096.998260591732,583.6635389328003,5.735181964058763,9.099999999999994,0.9113924050632911,145.8,34.800000000000004,118,0,0,0,0.8678571428571429,-0.14929846938775515,-0.1720311581422693,8.326672684688674e-17,0.0350350549997529,-0.4993141289437585,-0.3392857142857143,-50,4,-75,-1535.029560018902,-0.9000000000000057,5,-0.16002841465804432,79,72,7,0,0,0,118,96,22,0,0,0
cfD_tailheavy_1_seed20260622_off1440,cfD,2,NO_FAIL_DISCOUNT,0.9862825788751715,0.9880952380952381,0.9523809523809523,172,166,6,0.20689655172413793,256,256,0.23703703703703705,8,6,2,5735.714728097642,1592.0591025352478,10.62169394092156,1.0,0.9651162790697675,145.8,143.8,25,0,0,0,0.8678571428571429,0.029421768707483,0.03390162649421909,3.469446951953614e-17,0.03290870300043025,0.0,0.0,0,0,0,0.0,0.0,0,0.0,172,166,6,0,0,0,25,2,23,0,0,0
cfD_tailheavy_1_seed20260622_off1440,cfD,2,DDD_ONLY_VALUE,0.9821673525377228,0.9345238095238095,0.9166666666666666,157,157,0,0.0,241,241,0.22314814814814815,3,3,0,5353.894882945905,1547.908117055893,9.914620153603527,1.0,1.0,145.8,143.2,40,0,0,0,0.8678571428571429,0.05684523809523811,0.06550068587105626,-8.326672684688674e-17,0.032120683001267025,-0.004115226337448652,-0.0357142857142857,-15,-6,-15,-381.81984515173735,0.0,-5,0.031599059376837164,157,157,0,0,0,0,40,11,29,0,0,0
